gid,terrai_cod,terrai_nom,etnia_nome,municipio_,uf_sigla,superficie,fase_ti,modalidade,reestudo_t,cr,faixa_fron,undadm_cod,undadm_nom,undadm_sig,dominio_un,data_atual,epsg,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",870851/1991,"870851","1991",35.68000000,{10889D31-5DD6-4B78-A8DB-1FAA4A6CDD70},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 17/09/2019,SÉRGIO LAMOUNIER,GRANITO,Demais substâncias,BA,870.851/1991
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",870851/1991,"870851","1991",45.01000000,{EE84D7B9-FAB7-422B-A4C8-61F3DED474D3},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 17/09/2019,SÉRGIO LAMOUNIER,GRANITO,Demais substâncias,BA,870.851/1991
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",871923/2004,"871923","2004",133.80000000,{2AF3E2CC-0BB6-44C0-A12D-3A3374C10DB9},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 20/07/2020,BRAS CLEBER ZOBOLI,GRANITO,Revestimento,BA,871.923/2004
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",872661/2008,"872661","2008",27.07000000,{2B77CC7A-B2B2-4A16-9F1E-2D33C9D96728},AUTORIZAÇÃO DE PESQUISA,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2025,"BRASPEDRAS - COMERCIO, IMPORTACAO E EXPORTACAO EIRELI",GRANITO,Revestimento,BA,872.661/2008
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",871009/2001,"871009","2001",434.73000000,{0E38D712-99BD-4BA1-A745-84367CC938DB},AUTORIZAÇÃO DE PESQUISA,541 - AUT PESQ/RAL ANO BASE APRESENTADO EM 14/02/2025,INCOMIL INDUSTRIA E COMERCIO DE MAQUINAS INDUSTRIAIS LTDA,GRANITO,Construção civil,BA,871.009/2001
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",300058/2023,"300058","2023",789.41000000,{F43038EC-5297-43EC-8661-7E9343CEAF7F},DISPONIBILIDADE,1828 - DISPONIB/ÁREA DESCARTADA LIBERADA PARA EDITAL EM 13/04/2023,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,300.058/2023
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",870104/2001,"870104","2001",1245.10000000,{E0266B1A-A766-4D01-92C0-9271BE73E98C},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 28/09/2012,Glaudiston Faustini Zimerer,FOSFATO,Fertilizantes,BA,870.104/2001
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",871600/2017,"871600","2017",1529.48000000,{523F78D0-C9F1-4881-91AA-0B444DBE1D5C},AUTORIZAÇÃO DE PESQUISA,2481 - AUT PESQ/VENCIMENTO ALVARÁ ALTERADO RESOLUÇÃO 76/2021-COVID EM 01/10/2021,Maxgran Granito Eireli,MINÉRIO DE OURO,Industrial,BA,871.600/2017
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",872448/2005,"872448","2005",101.95000000,{26788F33-6253-487F-B253-F0E00506F6AE},AUTORIZAÇÃO DE PESQUISA,2481 - AUT PESQ/VENCIMENTO ALVARÁ ALTERADO RESOLUÇÃO 76/2021-COVID EM 01/10/2021,Evanio Luis Bicalho Martins,GRANITO,Revestimento,BA,872.448/2005
93,"9301",Caramuru/Paraguassu,Pataxo H�-H�-H�,"Pau Brasil,Itaju do Col�nia,Camacan",BA,54105.000000000000000,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,18/04/2019,"0",871287/2002,"871287","2002",5.54000000,{41FA3689-F6B2-4876-BA82-019E6475394B},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA PUBL EM 24/03/2022,BRAS CLEBER ZOBOLI,GRANITO,Industrial,BA,871.287/2002
97,"9701",Caru,Tenetehara,Bom Jardim,MA,172667.377700000011828,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL MARANH�O,N�o,30202001997,COORDENACAO REGIONAL MARANH�O,CR-MA,t,09/09/2022,"0",806225/2024,"806225","2024",9576.39000000,{E67E6676-0575-44F3-93D5-DCEC057BD542},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOC EM 02/10/2024,COOPERATIVA GARIMPEIRA E MINERADORA NACIONAL - COOPERMINE,CASSITERITA,Industrial,MA,806.225/2024
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880127/2020,"880127","2020",9219.55000000,{0BFEA496-0610-4336-8FE1-146CE87E52F8},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOC EM 31/08/2020,COOPERATIVA DOS MINERADOES DO VALE DO GUAPORE,MINÉRIO DE OURO,Industrial,AM,880.127/2020
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880411/2009,"880411","2009",8837.03000000,{E00C1730-A9B6-468C-A2C4-E324923969F3},AUTORIZAÇÃO DE PESQUISA,642 - AUT PESQ/TAH - PAGAMENTO MULTA EFETUADO EM 07/01/2022,POTASSIO DO BRASIL LTDA.,SAIS DE POTÁSSIO,Industrial,AM,880.411/2009
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880413/2009,"880413","2009",879.67000000,{C474232F-3D02-4E7D-9542-46FAF8E91213},AUTORIZAÇÃO DE PESQUISA,318 - AUT PESQ/RELATÓRIO PESQUISA NÃO APROVADO ART 30 II CM PUBL EM 13/10/2017,POTASSIO DO BRASIL LTDA.,SAIS DE POTÁSSIO,Industrial,AM,880.413/2009
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880070/2011,"880070","2011",9966.85000000,{DB0B54C7-8553-47AA-83CF-7D165C9A4A77},REQUERIMENTO DE PESQUISA,619 - REQ PESQ/PROCESSO SITUADO EM ÁREA INDÍGENA EM 23/05/2011,Amazonas Exploração e Mineração Ltda.,BAUXITA,Industrial,AM,880.070/2011
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880130/2010,"880130","2010",727.49000000,{887197A5-4364-4BCF-8878-22A89F475930},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,POTASSIO DO BRASIL LTDA.,SAIS DE POTÁSSIO,Industrial,AM,880.130/2010
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880069/2011,"880069","2011",9072.09000000,{FED562FA-F532-4C22-A44E-BCB2794FE85A},REQUERIMENTO DE PESQUISA,619 - REQ PESQ/PROCESSO SITUADO EM ÁREA INDÍGENA EM 23/05/2011,Amazonas Exploração e Mineração Ltda.,BAUXITA,Industrial,AM,880.069/2011
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880416/2008,"880416","2008",5059.17000000,{219A5743-92CD-485C-AAAA-785FC1979CC5},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.416/2008
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880415/2008,"880415","2008",5447.34000000,{E3076FB2-01DF-41D6-8DC8-04DC3F937F74},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.415/2008
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880156/2008,"880156","2008",4.81000000,{9FB6927D-B0E8-4B0F-9BE8-4CAD35D0322A},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.156/2008
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880157/2008,"880157","2008",499.60000000,{F3B6436B-7201-4C04-8AC1-80E9E0CE2D4D},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.157/2008
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880414/2009,"880414","2009",1657.24000000,{6AC509DA-7262-43D3-A47A-31F64177101C},AUTORIZAÇÃO DE PESQUISA,642 - AUT PESQ/TAH - PAGAMENTO MULTA EFETUADO EM 07/01/2022,POTASSIO DO BRASIL LTDA.,SAIS DE POTÁSSIO,Industrial,AM,880.414/2009
101,"10101",Coata-Laranjal,Munduruk�,Borba,AM,1153210.112399999983609,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880075/2022,"880075","2022",6818.55000000,{3F08BE41-9AD3-41B1-B4D5-FA3CCF08E3AB},AUTORIZAÇÃO DE PESQUISA,209 - AUT PESQ/INÍCIO DE PESQUISA COMUNICADO PROTOC EM 12/04/2024,MINERACAO TANTALINE IMP EXP E BENEFICIAMENTO LTDA,CASSITERITA,Industrial,AM,880.075/2022
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896523/2007,"896523","2007",135.62000000,{CB22E8DF-F677-4FD5-BE71-4B93F55ACD35},REQUERIMENTO DE PESQUISA,323 - AUT PESQ/ALVARÁ DE PESQUISA 03 ANOS PUBL EM 11/03/2009,Waldir Lopes Magalhães,AREIA,Construção civil,ES,896.523/2007
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896041/2001,"896041","2001",801.74000000,{9169972C-A986-4513-9473-D9EB802FE681},DISPONIBILIDADE,1845 - DISPONIB/DEFESA PROTOC EM 08/10/2024,THOTHAM MINERAÇÃO LTDA,CALCÁRIO CORALÍNEO,Industrial,ES,896.041/2001
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896041/2001,"896041","2001",100.68000000,{01A21A01-DD4A-4A1B-8FF4-D62B059D0875},DISPONIBILIDADE,1845 - DISPONIB/DEFESA PROTOC EM 08/10/2024,THOTHAM MINERAÇÃO LTDA,CALCÁRIO CORALÍNEO,Industrial,ES,896.041/2001
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",300696/2022,"300696","2022",1.22000000,{9F5C56F9-6807-4731-B690-795F611B5E3D},DISPONIBILIDADE,316 - DISPONIB/DESPACHO DIVERSO PUBL EM 15/05/2022,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,300.696/2022
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896028/2005,"896028","2005",287.21000000,{A4178363-013B-4274-8045-57B34F2B929B},REQUERIMENTO DE PESQUISA,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 19/02/2025,MARCOS RANGEL CONTI,TURFA,Industrial,ES,896.028/2005
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896706/2009,"896706","2009",45.08000000,{1ACCE87F-C8D3-4D7E-9EF2-46EFD0576470},DIREITO DE REQUERER A LAVRA,2234 - DIR REQ LAV/DESPACHO DIVERSO PUBL EM 08/08/2024,Dionisio Balarine Neto,AREIA,Construção civil,ES,896.706/2009
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896392/2006,"896392","2006",48.15000000,{820461CF-CEFC-46B5-8000-A4912E8BFBB1},AUTORIZAÇÃO DE PESQUISA,794 - AUT PESQ/RELATÓRIO FINAL PESQUISA POSITIVO PROTOC EM 03/07/2015,Waldir Lopes Magalhães,AREIA,Construção civil,ES,896.392/2006
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896015/2018,"896015","2018",764.05000000,{83189732-2730-4A29-AA3F-0AB8AC2CF1BE},AUTORIZAÇÃO DE PESQUISA,2116 - AUT PESQ/BAIXA TRANSCRIÇÃO ALVARÁ - LIBERADA PARA EDITAL EM 07/06/2022,Nutrigás S.a.,CONCHAS CALCÁRIAS,Industrial,ES,896.015/2018
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896489/2004,"896489","2004",49.42000000,{31E3A0B7-A240-441A-82B6-B9C805432282},AUTORIZAÇÃO DE PESQUISA,2189 - AUT PESQ/COMUNICAÇÃO SOBRE RETIFICAÇÃO DE ÁREA PUBL EM 31/03/2023,JULIANO DE SOUZA SALGADO ROCHA,AREIA,Construção civil,ES,896.489/2004
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896858/2008,"896858","2008",49.55000000,{305A2BBC-6173-4C0C-A59E-A9887B3DE8A6},LICENCIAMENTO,760 - LICEN/RAL ANO BASE APRESENTADO EM 19/02/2025,DISK AREIA CONTI LTDA,AREIA,Construção civil,ES,896.858/2008
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896467/2002,"896467","2002",44.96000000,{E1532BB6-3DAB-48B2-9CF5-04B4B4DE1462},AUTORIZAÇÃO DE PESQUISA,2189 - AUT PESQ/COMUNICAÇÃO SOBRE RETIFICAÇÃO DE ÁREA PUBL EM 31/03/2023,AGROPECUÁRIA SARDES LTDA,AREIA,Construção civil,ES,896.467/2002
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",300688/2022,"300688","2022",2.71000000,{8A2B1304-4DAD-4322-9BD0-52492C6A52B4},AUTORIZAÇÃO DE PESQUISA,1827 - DISPONIB/ÁREA DESCARTADA EM ESTUDO EM 15/05/2022,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,300.688/2022
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896053/2009,"896053","2009",151.12000000,{9B7B43CE-094F-4FAC-82E7-00A79C85FC9E},AUTORIZAÇÃO DE PESQUISA,323 - AUT PESQ/ALVARÁ DE PESQUISA 03 ANOS PUBL EM 10/12/2009,MARCOS RANGEL CONTI,AREIA,Construção civil,ES,896.053/2009
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",301049/2021,"301049","2021",47.31000000,{9B7B43CE-094F-4FAC-82E7-00A79C85FC9E},DISPONIBILIDADE,1828 - DISPONIB/ÁREA DESCARTADA LIBERADA PARA EDITAL EM 27/06/2024,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,301.049/2021
102,"10202",Comboios,"Guaran�,Tupiniquim",Aracruz,ES,3872.141099999999824,Regularizada,Tradicionalmente ocupada,Reestudo,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,N�o,30202002067,COORDENACAO REGIONAL DE MINAS GERAIS E ESPIRITO SANTO,CR-MGES,t,,"0",896315/2014,"896315","2014",196.35000000,{A1DA5C20-CDAC-4AFA-97A3-D02B933578B0},AUTORIZAÇÃO DE PESQUISA,794 - AUT PESQ/RELATÓRIO FINAL PESQUISA POSITIVO PROTOC EM 26/08/2016,Nutripetro S.a.,AREIA,Construção civil,ES,896.315/2014
103,"10301",Coroa Vermelha,Patax�,"Santa Cruz Cabr�lia,Porto Seguro",BA,1493.994099999999889,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,15/12/2021,"0",871058/2013,"871058","2013",3.68000000,{CBF792F7-F521-4A64-9490-C4DE80782421},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 05/04/2022,Adinoel da Silva Reis,AREIA,Construção civil,BA,871.058/2013
103,"10301",Coroa Vermelha,Patax�,"Santa Cruz Cabr�lia,Porto Seguro",BA,1493.994099999999889,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL SUL DA BAHIA,N�o,30202001990,COORDENACAO REGIONAL SUL DA BAHIA,CR-SBA,t,15/12/2021,"0",871058/2013,"871058","2013",666.57000000,{C80EB6D0-D7AC-4F24-972E-2F806CFA0416},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 05/04/2022,Adinoel da Silva Reis,AREIA,Construção civil,BA,871.058/2013
105,"10601",Cuia,M�ra,Autazes,AM,1322.387500000000045,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880718/2008,"880718","2008",5577.23000000,{BA1B35F4-5B35-4837-BC3B-313617BAB324},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 19/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.718/2008
105,"10601",Cuia,M�ra,Autazes,AM,1322.387500000000045,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880715/2008,"880715","2008",9557.20000000,{9872741A-6687-43DE-80F6-485745B59A57},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 19/04/2021,Falcon Metais Ltda,SAIS DE POTÁSSIO,Industrial,AM,880.715/2008
107,"10801",Cunh�-Sapucaia,M�ra,"Borba,Autazes",AM,471450.539299999945797,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE MANAUS,N�o,30202001871,COORDENACAO REGIONAL DE MANAUS,CR-MAO,t,,"0",880162/2011,"880162","2011",8842.49000000,{448F8BC5-5DD2-4B0A-AC84-AC0B4C596E3A},APTO PARA DISPONIBILIDADE,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/04/2021,Amazonas Exploração e Mineração Ltda.,BAUXITA,Industrial,AM,880.162/2011
109,"11001",Diahui,Diah�i,Humait�,AM,47354.603000000002794,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL MADEIRA,N�o,30202001864,COORDENACAO REGIONAL MADEIRA,CR-MAD,t,,"0",880124/2009,"880124","2009",6264.43000000,{D075BAB6-01AD-43DF-94BE-09B3AF5233BA},REQUERIMENTO DE PESQUISA,150 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA PROTOC EM 02/12/2024,LUIZ ANTONIO RODRIGUES DE OLIVEIRA,CASSITERITA,Industrial,AM,880.124/2009
